date,location,sales,lat,lon
2024-08-11,Villupuram,1180.75,11.9404,79.4978
2024-08-12,Villupuram,1120.50,11.9404,79.4978
2024-08-10,Vellore,1250.50,12.9202,79.1500
2024-08-11,Vellore,1380.25,12.9202,79.1500
2024-08-12,Vellore,1320.75,12.9202,79.1500
2024-08-10,Kanniyakumari,920.75,8.0883,77.5385
2024-08-11,Kanniyakumari,1050.25,8.0883,77.5385
2024-08-12,Kanniyakumari,980.50,8.0883,77.5385
2024-08-10,Kerala,2050.50,10.8505,76.2711
2024-08-11,Kerala,2180.25,10.8505,76.2711
2024-08-12,Kerala,2120.75,10.8505,76.2711
